Easting,Northing,Height
556873.363,8555235.193,
556905.275,8555196.701,
556937.186,8555158.209,
556969.097,8555119.716,
556987.053,8555079.809,
556962.617,8555036.187,
556938.181,8554992.565,
556913.745,8554948.943,
556889.309,8554905.321,
556877.526,8554857.327,
556869.820,8554807.924,
556862.114,8554758.522,
556854.408,8554709.119,
556846.702,8554659.717,
556838.996,8554610.314,
556831.290,8554560.911,
556821.763,8554511.951,
556805.947,8554464.518,
556790.132,8554417.085,
556774.316,8554369.652,
556758.500,8554322.219,
556742.685,8554274.787,
556726.869,8554227.354,
556711.054,8554179.921,
556695.238,8554132.488,
556679.422,8554085.056,
556663.607,8554037.623,
556647.791,8553990.190,
556624.095,8553946.796,
556594.798,8553906.278,
556565.501,8553865.761,
556536.203,8553825.243,
556506.906,8553784.726,
556468.060,8553793.154,
556425.979,8553820.158,
556394.448,8553855.092,
556380.453,8553903.093,
556366.457,8553951.095,
556352.461,8553999.096,
556329.827,8554043.231,
556303.358,8554085.651,
556276.889,8554128.070,
556250.420,8554170.489,
556203.039,8554183.630,
556154.328,8554194.909,
556108.485,8554212.015,
556069.960,8554243.887,
556031.436,8554275.759,
556000.016,8554312.387,
555985.443,8554360.217,
555970.870,8554408.046,
555956.297,8554455.875,
555941.724,8554503.704,
555908.791,8554535.746,
555863.686,8554557.323,
555818.581,8554578.899,
555773.442,8554600.185,
555724.592,8554589.525,
555675.741,8554578.865,
555626.891,8554568.205,
555596.894,8554532.841,
555573.721,8554488.535,
555550.548,8554444.229,
555527.375,8554399.923,
555487.815,8554398.079,
555441.074,8554415.836,
555394.333,8554433.592,
555347.694,8554451.606,
555301.477,8554470.683,
555255.259,8554489.760,
555209.041,8554508.836,
555162.823,8554527.913,
555116.606,8554546.990,
555070.388,8554566.066,
555024.170,8554585.143,
554977.952,8554604.220,
554931.735,8554623.296,
554885.517,8554642.373,
554838.925,8554660.501,
554792.127,8554678.105,
554745.328,8554695.709,
554698.530,8554713.314,
554651.731,8554730.918,
554604.933,8554748.522,
554558.135,8554766.126,
554511.336,8554783.730,
554464.538,8554801.334,
554417.739,8554818.939,
554370.941,8554836.543,
554324.142,8554854.147,
554277.344,8554871.751,
554230.545,8554889.355,
554183.747,8554906.959,
554136.949,8554924.563,
554090.150,8554942.168,
554043.352,8554959.772,
553996.141,8554976.062,
553947.680,8554988.374,
553899.220,8555000.686,
553850.759,8555012.998,
553802.299,8555025.310,
553753.838,8555037.622,
553705.378,8555049.934,
553656.918,8555062.246,
553608.457,8555074.558,
553559.997,8555086.870,
553511.536,8555099.182,
553463.076,8555111.494,
553414.615,8555123.806,
553366.155,8555136.118,
553317.694,8555148.430,
553275.799,8555172.551,
553239.832,8555207.284,
555853.957,8555702.898,
555825.027,8555740.174,
555807.391,8555786.960,
555789.755,8555833.746,
555772.119,8555880.533,
555754.483,8555927.319,
555723.408,8555965.269,
555687.441,8556000.002,
555651.474,8556034.735,
555615.507,8556069.468,
555570.953,8556086.773,
555521.497,8556094.131,
555479.595,8556074.432,
555441.103,8556042.521,
555407.146,8556006.141,
555375.812,8555967.177,
555343.378,8555929.392,
555353.934,8555943.163,
555385.268,8555982.127,
555416.602,8556021.091,
555453.047,8556055.021,
555491.539,8556086.932,
555537.066,8556093.837,
555586.522,8556086.479,
555627.100,8556061.053,
555663.067,8556026.320,
555699.034,8555991.587,
555735.001,8555956.854,
555761.044,8555915.584,
555778.680,8555868.797,
555796.316,8555822.011,
555813.952,8555775.224,
555831.588,8555728.438,
556478.560,8569143.052,
556495.484,8569190.095,
556512.466,8569237.123,
556529.447,8569284.151,
556546.429,8569331.179,
556563.410,8569378.207,
556584.804,8569423.388,
556606.381,8569468.493,
556625.189,8569513.853,
556612.218,8569562.141,
556578.200,8569595.919,
556537.682,8569625.216,
556497.165,8569654.514,
556460.130,8569687.757,
556488.006,8569663.604,
556528.523,8569634.307,
556569.041,8569605.010,
556609.558,8569575.712,
556623.453,8569528.025,
556614.909,8569481.687,
556593.333,8569436.582,
556571.756,8569391.477,
556553.534,8569344.968,
556536.553,8569297.940,
556519.571,8569250.912,
556502.590,8569203.884,
556485.608,8569156.856,
557186.133,8572836.941,
557137.803,8572836.907,
557087.833,8572838.663,
557037.864,8572840.419,
556990.010,8572826.041,
556942.180,8572811.468,
556894.351,8572796.895,
556846.522,8572782.322,
556801.897,8572762.101,
556764.848,8572728.525,
556727.800,8572694.948,
556690.751,8572661.371,
556707.068,8572618.264,
556730.206,8572573.940,
556753.800,8572530.066,
556797.800,8572506.317,
556841.800,8572482.568,
556885.800,8572458.819,
556929.800,8572435.070,
556973.800,8572411.322,
557018.279,8572391.678,
557066.567,8572404.650,
557114.855,8572417.621,
557163.143,8572430.593,
557211.432,8572443.564,
557259.720,8572456.536,
557308.008,8572469.507,
557356.081,8572483.227,
557403.911,8572497.800,
557451.740,8572512.373,
557499.569,8572526.946,
557547.398,8572541.519,
557587.737,8572569.821,
557625.876,8572602.153,
557664.015,8572634.486,
557702.155,8572666.818,
557738.725,8572700.629,
557768.729,8572740.626,
557798.732,8572780.624,
557828.736,8572820.621,
557814.939,8572842.029,
557765.326,8572848.235,
557716.320,8572847.867,
557668.687,8572832.666,
557621.054,8572817.465,
557573.421,8572802.264,
557601.172,8572813.219,
557648.805,8572828.420,
557696.438,8572843.621,
557744.635,8572852.838,
557794.249,8572846.632,
557843.862,8572840.426,
557816.312,8572800.727,
557786.309,8572760.729,
557756.305,8572720.732,
557724.104,8572682.803,
557685.964,8572650.471,
557647.825,8572618.138,
